InternalRef ,InternalTempRaw ,TripCapVoltage ,ThermalMemory ,Fla2SwRaw ,Fla1SwRaw ,RailVoltage ,ConfigSwRaw 
 0, 0, 0, 0, 0, 0, 0, 0
